,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
82,2015-11-03,Debt collection,Non-federal student loan,Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,AES/PHEAA,GA,30228,,Consent not provided,Web,2015-11-03,Closed with explanation,Yes,Yes,1639852
83,2016-07-07,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,I WAS SUED BY EQUABLE ASCENT FINANCIAL LLC WHICH RESULTED IN A JUDGEMENT AGAINST ME. I HAVE NO CLUE OF THE DEBT IN QUESTION AND I AM AFRAID THEY HAVE THE WRONG PERSON.,Company can't verify or dispute the facts in the complaint,"Allgate Financial, LLC",MD,208XX,Servicemember,Consent provided,Web,2016-07-07,Closed with explanation,Yes,Yes,2003210
84,2016-02-25,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,TCF National Bank,CA,92107,,,Referral,2016-03-01,Closed with explanation,Yes,Yes,1801933
85,2013-07-26,Consumer Loan,Installment loan,Taking out the loan or lease,,,,Wells Fargo & Company,TN,37203,,,Phone,2013-07-29,Closed with explanation,Yes,Yes,475689
86,2016-04-11,Debt collection,Auto,Disclosure verification of debt,Right to dispute notice not received,"bought a vehicle and told them i was on a fixed income and had XXXX for down payment. when i arrived the passed me on to another sales person who told me he was working with me now. They told me i was turned down for a vehicle then a day later told me to bring my XXXX and pick up the truck. they said i need insurance but i told them i did not have any more money. so they gave me papers to sign saying for a promise to pay insurance i would let them take the money out for insurance from my debit card. the loan company finalized my loan then i was on my way. a day later my transmission was going out so i called them and they say the car was as is and there was nothing they could do. so 40days go by and they said to come pick up your license plates, but when i got there they started to harass me and say hey you owe XXXX then we will give you the plates. i said no and after a hour of an argument they gave me my plates. then when i started to monitor my credit i saw Grimm collection agency on my report. i explained to them what was going on and i did not owe this debt nor had been contacted about it. i was told they had sent the info to the wrong address. i gave her my address and she still sent it to a wrong address. i ask her to remove this from my credit report because it was a fraudulent debt. i contacted the car dealership and was not willing to work this out and to contact the collections agency. so i do n't know what to do because this is a fraudulent debt from a dealership with questionable practices. 
",,"Account Managers, Inc.",WA,980XX,,Consent provided,Web,2016-04-11,Closed with explanation,Yes,Yes,1874311
87,2015-02-16,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,Franklin American Mortgage Company,FL,33309,,,Web,2015-02-16,Closed with explanation,Yes,Yes,1241823
88,2014-06-01,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MD,20723,Servicemember,,Web,2014-06-01,Closed with explanation,Yes,Yes,876040
89,2016-07-23,Bank account or service,Checking account,Deposits and withdrawals,,"On 2014 I took the big decision to move from XXXX XXXX to USA ( XXXX, XXXX ) to start new with my fiancee and XXXX daughters. I 've been a successful student and business person in XXXX XXXX and an example citizen. Recent after opening a checking account on Bank of America, I deposited a couple of pay checks ( computer/business checks ) from my previous employer from XXXX XXXX to my BoA account. Only XXXX of them bounce back as a "" bad check '' for a really small amount of around {$200.00}. Bank of America automatically without notice closed my account for "" fraud/bad check '' and now I 've been flagged as if I were some kind of criminal, when I 've never in my life have n't even taken a piece of gum without paying it. This is frustrating. I do n't owe BoA any money, everything was paid of in cash at a local branch. I tried contacting BoA at local branches, corporate offices, and by phone, none of them helpful, I get the same answer, BoA flag as a fraud check and there 's nothing we can do ''. So now I have to wait 7-10 years so I can have my finance life back? This is NOT FAIR at all. I should not pay this consequences, much less my fiancee who has nothing to do with this, she was just an authorized person on my account to have access to a debit card and be able to make purchase with my hard earned money. Please investigate BoA and my disputes, all I want is to be removed from the XXXX and be able to open a regular checking account at any bank like XXXX, XXXX XXXX, etc. I have great relationship with local banks in XXXX XXXX that can vouch for me, including the biggest bank in XXXX XXXX, the XXXX XXXX XXXX, which I have accounts for XXXX years now. Please help get my life back, buy a house, get a checking accounts for direct deposit, and more. THANK YOU",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,FL,328XX,,Consent provided,Web,2016-07-23,Closed with explanation,Yes,Yes,2026964
90,2015-09-20,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,"Select Portfolio Servicing, Inc",CA,94134,,Consent not provided,Web,2015-09-20,Closed with explanation,Yes,Yes,1571813
91,2015-08-09,Credit card,,Credit determination,,,,Capital One,DE,19702,,Consent not provided,Web,2015-08-09,Closed with explanation,Yes,Yes,1510176
92,2015-10-30,Credit reporting,,Incorrect information on credit report,Account terms,"The credit reporting agency continues to report a balance on an account that is paid. They continue to verify this balance as accurate although it is not. They will not provide a method of verification. 

XXXX XXXX XXXX # XXXX XXXX , LA XXXX ( XXXX ) XXXXDate Opened : XXXX/XXXX/XXXXResponsibility : Individual AccountAccount Type : Installment AccountLoan Type : XXXX XXXXBalance : $ XXXXDate Updated : XXXX/XXXX/XXXXPayment Received : $ XXXXLast PaymentMade:XXXX/XXXX/XXXXHigh Balance : $ XXXXXXXXPast Due : & gt ; {$100.00} & lt ; Pay Status : & gt ; Charged Off & lt ; Terms : {$92.00} per month, paidMonthly for 16monthsDate Closed : XX/XX/XXXX & gt ; Maximum Delinquency of 120 days inXXXX/XXXX and in XX/XX/XXXX & lt ; Remarks : & gt ; UNPAID BALANCE CHARGED OFF & lt ; Estimated month and year that this item will be removed : XXXXXXXXRating N/R XXXX C/O XXXX C/OXXXXXXXXXXXXRating XXXXXXXXRating XXXXRating OK OK XXXX OK OK XXXX 
",Company chooses not to provide a public response,Experian,LA,711XX,,Consent provided,Web,2015-10-30,Closed with non-monetary relief,Yes,Yes,1632656
93,2015-10-06,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MD,21113,,,Postal mail,2015-10-08,Closed with explanation,Yes,Yes,1595855
94,2014-04-08,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CO,80015,Older American,,Postal mail,2014-04-10,Closed with explanation,Yes,Yes,798070
95,2016-02-26,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,"I applied for a Loan Modification in XXXX XXXX with CITI Bank. In XXXX XXXX a detailed Property Evaluation was performed. Since that time, I have provided all documents requested in a timely fashion, but CITI Bank keeps "" kicking the final decision '' down the road. I have letters stating my loan was approved, only to discover those letters were sent in error and the application was still in review. I 've never been given any detailed answers on what the delay is, other than "" this is a long process, '' and "" we are busy with many applications. '' On XXXX/XXXX/XXXX, however, when I aggressively pressed for a detailed explanation, I was sent an email that stated the Underwriters need to get a Property Evaluation performed. When I reminded them this was done months ago, and I asked what was wrong with the evaluation done in XXXX, no one replied. It is clear CITI Bank is not interested in granting the loan modification, but for some reason they do not want to tell me that. I suspect they are trying to wear me down and hope I cancel my application. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,VA,201XX,Older American,Consent provided,Web,2016-02-26,Closed with explanation,Yes,Yes,1806973
96,2013-04-23,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,PA,16335,,,Referral,2013-04-30,Closed with explanation,Yes,Yes,389082
97,2014-08-18,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,33355,,,Web,2014-08-21,Closed with explanation,Yes,Yes,989186
98,2015-09-08,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Wells Fargo & Company,VA,23112,,,Referral,2015-09-09,Closed with explanation,Yes,Yes,1556161
99,2016-03-29,Bank account or service,Checking account,"Account opening, closing, or management",,,,Fifth Third Financial Corporation,IL,60654,,,Referral,2016-04-01,Closed with explanation,Yes,Yes,1853803
100,2013-11-26,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MO,63119,,,Web,2013-11-26,Closed with explanation,Yes,Yes,612325
101,2014-04-07,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Credit Protection Association, L.P.",TX,77064,,,Web,2014-04-07,Closed with non-monetary relief,Yes,Yes,797637
102,2014-02-11,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,USAA Savings,UT,84096,Servicemember,,Web,2014-02-11,Closed with explanation,Yes,Yes,708209
103,2013-06-13,Bank account or service,Checking account,Problems caused by my funds being low,,,,Capital One,VA,20155,,,Referral,2013-06-14,Closed with explanation,Yes,Yes,432105
104,2012-06-26,Credit card,,Late fee,,,,Citibank,SC,29036,Servicemember,,Phone,2012-07-05,Closed with explanation,Yes,Yes,108559
105,2015-03-26,Bank account or service,Checking account,"Account opening, closing, or management",,"I filed a complaint against the bank before and the problem still has not been rectified. By the time I spend money in legal fees it will certainly not be worth it for me to try and get answers. However, I do plan to file complaints with other agencies until I am vindicated of this awful trail of unjust events. Starting with the account was a joint account and there were charged that were unauthorized. I should not have to suffer because someone else has done something wrong. Reporting me to XXXX is unfair and especially since the bank has already gotten over in fees. A collection agency kept calling me on their behalf until I just gave in and paid. However, during the process my bank account for my XXXX year old daughter has been closed because BB & T decided to report me and not my husband to XXXX. I have NEVER EVER been in XXXX and this just is n't right. I now think it is a smart investment to hire someone on my behalf to fix this since they want to just play dirty with the whole thing. BB & T is the worse bank to ever have in life and I never thought I would have such a problem with them even reporting ect. However, let the record reflect that I have tried to contact several sources inside of BB & T to help but they are just not qualified to get the job done. There is no XXXX number you have to go in and do everything and unfortunately, I do not have that type of time or means. I am a mother and recently had a XXXX that does n't allow me to even drive. Either way this is a ongoing problem even after their unreasonable request for fees have been paid. I 've been lied to and now cheated out of money. 
",Company chooses not to provide a public response,BB&T Financial,MD,207XX,Servicemember,Consent provided,Web,2015-03-26,Closed with explanation,Yes,Yes,1303697
106,2014-09-24,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NJ,07901,,,Phone,2014-10-01,Closed with monetary relief,Yes,Yes,1043057
